"","SalePrice","LotArea","OverallCond","YearBuilt","CentralAir","KitchenAbvGr","KitchenQual","Fireplaces"
"407",91300,5784,8,1938,"Y",1,"TA",1
"408",430000,12692,5,1992,"Y",1,"Gd",1
"409",184000,9120,6,1925,"Y",1,"TA",1
"410",130000,7800,7,1967,"Y",1,"Gd",1
"411",120000,7535,7,1958,"Y",1,"TA",1
"412",113000,1890,5,1973,"Y",1,"TA",1
"413",226700,9803,5,2005,"Y",1,"Gd",1
"414",140000,9170,7,1965,"Y",1,"TA",1
"415",289000,15602,8,1959,"Y",1,"TA",2
"416",147000,2308,5,1974,"Y",1,"TA",1
"417",124500,7596,5,1952,"Y",2,"TA",1
"418",215000,9554,5,1993,"Y",1,"Gd",1
"419",161000,9600,9,1928,"Y",1,"Gd",1
"420",124500,9600,6,1959,"Y",1,"TA",1
"421",164900,14559,7,1951,"Y",1,"TA",2
"422",129900,9100,5,1958,"Y",1,"TA",1
"423",134000,9187,5,1983,"Y",1,"TA",1
"424",96500,10594,5,1926,"N",1,"TA",1
"425",265000,10208,5,1996,"Y",1,"Gd",1
"426",211000,9531,5,1998,"Y",1,"TA",1
"427",234000,10918,9,1926,"Y",1,"Gd",2
"428",106250,10800,7,1900,"N",2,"TA",1
"429",150000,11988,6,1957,"Y",1,"TA",2
"430",159000,5000,7,1947,"Y",1,"TA",2
"431",315750,11787,5,1996,"Y",1,"Gd",1
"432",176000,7500,5,2005,"Y",1,"Gd",1
"433",132000,13300,7,1956,"Y",1,"TA",1
"434",86000,9098,7,1920,"Y",1,"TA",1
"435",128000,6155,8,1920,"Y",1,"TA",1
"436",107500,7200,7,1955,"Y",1,"TA",1
"437",39300,5000,3,1946,"N",1,"Fa",1
"438",178000,9056,5,2004,"Y",1,"Gd",1
"439",107500,7000,7,1910,"Y",1,"TA",1
"440",188000,8924,5,1998,"Y",1,"Gd",1
"441",111250,12735,5,1972,"Y",1,"TA",1
"442",158000,11553,5,1968,"Y",1,"TA",1
"443",272000,11423,5,2001,"Y",1,"Gd",1
"444",315000,14601,5,2006,"Y",1,"Ex",1
"445",248000,11000,5,2000,"Y",1,"Gd",1
"446",213250,10140,5,1998,"Y",1,"Gd",1
"447",133000,4058,5,1998,"Y",1,"TA",1
"448",229000,13837,5,1988,"Y",1,"Gd",1
"449",210000,8737,7,1923,"Y",1,"TA",1
"450",129500,7244,7,1970,"Y",1,"TA",1
"451",125000,8235,7,1955,"Y",1,"TA",1
"452",263000,9375,5,2003,"Y",1,"Gd",1
"453",112500,6000,6,1957,"Y",1,"TA",1
"454",255500,11146,5,2006,"Y",1,"Gd",1
"455",108000,8777,5,1949,"Y",1,"Gd",1
"456",284000,10625,5,2003,"Y",1,"Gd",1
"457",113000,6380,6,1922,"Y",1,"TA",1
"458",141000,14850,5,1957,"Y",1,"TA",1
"459",108000,11040,6,1920,"Y",1,"TA",1
"460",175000,21872,5,1996,"Y",1,"TA",1
"461",234000,3196,5,2003,"Y",1,"Gd",1
"462",121500,11341,6,1957,"Y",1,"TA",1
"463",170000,10010,5,1974,"Y",1,"TA",1
"464",108000,13907,6,1940,"Y",1,"TA",1
"465",185000,21780,7,1918,"Y",1,"TA",1
"466",268000,13346,5,1992,"Y",1,"Gd",1
"467",128000,6858,4,1915,"N",1,"Fa",1
"468",325000,11198,5,2005,"Y",1,"Ex",1
"469",214000,10171,5,2004,"Y",1,"Gd",1
"470",316600,12327,8,1983,"Y",1,"Gd",1
"471",135960,7032,5,1979,"Y",1,"TA",2
"472",142600,13101,5,1965,"Y",2,"TA",1
"473",170000,9967,5,2000,"Y",1,"TA",1
"474",139000,10500,7,1971,"Y",1,"TA",1
"475",145000,6292,7,1928,"Y",1,"TA",1
"476",131500,12150,5,1954,"N",1,"TA",1
"477",181900,14585,6,1960,"Y",1,"Gd",2
"478",118500,11841,5,1990,"Y",1,"TA",1
"479",325000,13500,9,1893,"Y",1,"Gd",1
"480",133000,6120,7,1935,"Y",1,"Gd",1
"481",130000,10267,7,1918,"Y",1,"Fa",1
"482",137000,8740,6,1982,"Y",1,"TA",1
"483",79500,9100,6,1930,"Y",1,"TA",1
"484",185900,8320,5,2004,"Y",1,"Gd",1
"485",451950,13478,5,2008,"Y",1,"Ex",1
"486",138000,6600,8,1982,"Y",1,"TA",1
"487",140000,4435,5,2003,"Y",1,"Gd",1
"488",110000,7990,6,1975,"Y",1,"TA",1
"489",114504,3600,7,1910,"N",1,"TA",1
"490",217500,12984,6,1977,"Y",1,"Gd",1
"491",151000,1950,6,1980,"Y",1,"TA",1
"492",275000,10927,5,2005,"Y",1,"Ex",1
"493",141000,9000,6,1937,"Y",1,"Gd",1
"494",151000,3182,5,2004,"Y",1,"Gd",1
"495",221000,12803,5,2002,"Y",1,"Gd",1
"496",205000,13600,6,1965,"Y",1,"TA",3
"497",152000,12464,5,1996,"Y",1,"Gd",1
"498",225000,7800,8,1948,"Y",1,"Ex",1
"499",118500,7943,5,1961,"Y",1,"TA",1
"500",313000,11050,5,2000,"Y",1,"Ex",2
"501",148000,10395,6,1978,"Y",1,"TA",1
"502",261500,11885,5,2001,"Y",1,"Ex",1
"503",75500,1491,6,1972,"Y",1,"TA",1
"504",183200,7861,5,2002,"Y",1,"Gd",1
"505",105500,7227,6,1954,"Y",1,"Gd",1
"506",305000,12244,5,2003,"Y",1,"Gd",2
"507",67000,8248,3,1914,"N",1,"TA",1
"508",240000,10800,7,1974,"Y",1,"TA",1
"509",135000,7064,6,1977,"Y",1,"TA",1
"510",168500,2117,5,2000,"Y",1,"Gd",1
"511",165150,10400,5,1972,"Y",1,"TA",1
"512",160000,10000,6,1962,"Y",1,"TA",1
"513",139900,12342,5,1960,"Y",1,"TA",1
"514",153000,9600,6,1955,"Y",1,"TA",2
"515",168500,9020,5,1964,"Y",1,"TA",1
"516",209500,4590,5,2006,"Y",1,"Gd",1
"517",139400,9250,7,1954,"Y",1,"TA",1
"518",144000,6979,5,1980,"Y",2,"TA",1
"519",60000,6120,3,1936,"N",1,"Fa",1
"520",93000,6000,4,1954,"Y",2,"Gd",1
"521",85000,8777,7,1910,"Y",1,"TA",1
"522",274000,12677,5,2003,"Y",1,"Ex",1
"523",226000,7050,5,2001,"Y",1,"Gd",1
"524",345000,13860,7,1972,"Y",1,"Ex",3
"525",152000,10793,5,1969,"Y",1,"TA",1
"526",143250,10530,5,1971,"Y",1,"TA",1
"527",98300,7200,5,1950,"Y",1,"TA",1
"528",155000,10452,5,1953,"Y",1,"TA",2
"529",155000,7700,5,1966,"Y",1,"TA",1
"530",84500,1936,6,1970,"Y",1,"TA",1
"531",205950,8125,6,2007,"Y",1,"Gd",1
"532",108000,9084,5,1940,"Y",1,"TA",1
"533",191000,8750,5,1996,"Y",1,"Gd",1
"534",135000,10320,7,1906,"Y",1,"TA",1
"535",350000,10437,6,1995,"Y",1,"Gd",1
"536",145500,10007,7,1959,"Y",1,"Gd",1
"537",149000,7200,6,1931,"Y",1,"TA",1
"538",167000,9937,7,1964,"Y",1,"TA",1
"539",197900,12384,7,1976,"Y",1,"TA",1
"540",402000,46589,7,1994,"Y",1,"Gd",1
"541",110000,13560,3,1968,"Y",1,"TA",2
"542",137500,10012,5,1972,"Y",1,"TA",1
"543",230500,11194,5,2000,"Y",1,"Gd",1
"544",193500,8125,5,1994,"Y",1,"Gd",1
"545",168000,14175,6,1956,"Y",1,"TA",1
"546",137500,11600,5,1922,"Y",1,"Fa",1
"547",173500,8633,5,2005,"Y",1,"Gd",1
"548",103600,6629,6,1925,"N",1,"TA",1
"549",165000,11250,6,1977,"Y",1,"TA",1
"550",257500,14442,7,1957,"Y",1,"Gd",2
"551",140000,9200,6,1965,"Y",1,"TA",1
"552",148500,2289,6,1978,"Y",1,"TA",1
"553",87000,9600,2,1900,"N",2,"TA",1
"554",109500,9022,8,1924,"Y",1,"Gd",1
"555",128500,9945,5,1961,"Y",1,"TA",1
"556",143000,8012,5,1980,"Y",1,"TA",1
"557",173000,2887,5,1996,"Y",1,"Gd",1
"558",285000,11248,5,2002,"Y",1,"Gd",1
"559",221000,16770,5,1998,"Y",1,"TA",1
"560",207500,5062,5,1984,"Y",1,"Gd",1
"561",148800,5105,5,2004,"Y",1,"Gd",1
"562",194700,7577,5,2005,"Y",1,"Gd",1
"563",141000,4426,5,2004,"Y",1,"Gd",1
"564",755000,21535,6,1994,"Y",1,"Ex",2
"565",335000,26178,5,1989,"Y",1,"Gd",2
"566",141500,6120,6,1936,"Y",1,"TA",1
"567",176000,13811,6,1987,"Y",1,"Gd",1
"568",89000,6000,7,1921,"Y",1,"TA",1
"569",123500,6420,7,1952,"Y",1,"TA",1
"570",138500,8450,8,1965,"Y",1,"TA",1
"571",196000,4282,5,2004,"Y",1,"Gd",1
"572",312500,14331,5,2002,"Y",1,"Gd",1
"573",140000,9600,5,1969,"Y",1,"TA",1
"574",140000,7630,9,1900,"Y",2,"Gd",1
"575",213000,8400,5,2004,"Y",1,"Gd",1
"576",55000,5600,5,1930,"N",2,"Fa",1
"577",302000,115149,5,1971,"Y",1,"Gd",2
"578",254000,6240,5,2006,"Y",1,"Gd",1
"579",52000,4130,6,1935,"Y",1,"TA",1
"580",189000,4671,5,1988,"Y",1,"Gd",1
"581",129000,9873,5,1970,"N",1,"TA",1
"582",130500,13517,8,1976,"Y",1,"Gd",1
"583",165000,10140,5,1974,"Y",1,"TA",1
"584",159500,10800,8,1890,"Y",1,"TA",1
"585",157000,10000,6,1973,"Y",1,"Gd",1
"586",341000,10542,5,1993,"Y",1,"Gd",1
"587",128500,9920,6,1969,"Y",1,"TA",1
"588",275000,6563,5,1985,"Y",1,"Gd",1
"589",143000,4426,5,2004,"Y",1,"Gd",1
"590",124500,8120,7,1970,"Y",1,"TA",1
"591",135000,8172,6,1954,"Y",1,"TA",1
"592",320000,13286,5,2007,"Y",1,"Ex",1
"593",120500,6960,6,1970,"Y",1,"Gd",1
"594",222000,21695,9,1988,"Y",1,"Gd",1
"595",194500,7314,5,2007,"Y",1,"Gd",1
"596",103000,6240,5,1925,"Y",1,"TA",1
"597",236500,5389,5,1995,"Y",1,"Gd",1
"598",187500,9590,5,2003,"Y",1,"Gd",1
"599",222500,11404,5,1998,"Y",1,"Gd",1
"600",131400,10000,6,1961,"Y",1,"TA",1
"601",163000,10800,7,1914,"N",1,"TA",2
"602",93500,8544,4,1950,"N",2,"TA",1
"603",239900,10463,5,2005,"Y",1,"Gd",1
"604",190000,9313,5,2004,"Y",1,"Gd",1
"605",142000,6768,8,1961,"Y",1,"Gd",1
"606",179000,8450,5,2000,"Y",1,"TA",1
"607",175000,12886,6,1963,"Y",1,"TA",1
"608",180000,5395,5,1993,"Y",1,"Gd",1
"609",299800,8963,9,1976,"Y",1,"Gd",2
"610",236000,8795,5,2000,"Y",1,"Gd",1
"611",265979,11700,7,1880,"N",1,"Gd",1
"612",260400,10593,5,1996,"Y",1,"Gd",1
"613",98000,8405,3,1945,"N",1,"TA",1
"614",96500,8800,7,1910,"Y",1,"TA",1
"615",162000,7750,5,2003,"Y",1,"Gd",1
"616",217000,9236,5,1997,"Y",1,"Gd",1
"617",275500,10240,5,2005,"Y",1,"Ex",1
"618",156000,7930,8,1969,"Y",1,"Gd",1
"619",172500,3230,5,1999,"Y",1,"TA",1
"620",212000,10769,5,2007,"Y",1,"Gd",1
"621",179400,2280,5,1999,"Y",1,"TA",1
"622",290000,12257,5,1995,"Y",1,"Gd",1
"623",127500,9100,6,1959,"Y",1,"TA",1
"624",100000,6911,5,1924,"Y",1,"Fa",1
"625",215200,8640,5,2009,"Y",1,"Gd",1
"626",337000,9430,5,1999,"Y",1,"Gd",1
"627",270000,9549,5,1995,"Y",1,"Ex",1
"628",196500,10421,5,1988,"Y",1,"TA",1
"629",160000,12508,7,1940,"Y",1,"TA",1
"630",216837,9100,5,2004,"Y",1,"Gd",1
"631",538000,53504,5,2003,"Y",1,"Ex",1
"632",134900,7252,5,1982,"Y",1,"TA",1
"633",102000,8877,5,1951,"Y",1,"TA",1
"634",114500,10150,5,1958,"Y",1,"TA",1
"635",162000,4500,5,1998,"Y",1,"TA",1
"636",142500,13350,5,1974,"Y",1,"TA",1
"637",144000,8400,5,1977,"Y",2,"TA",2
"638",135000,10530,5,1977,"Y",1,"TA",1
"639",176000,7875,5,1995,"Y",1,"TA",1
"640",175900,7153,5,1992,"Y",1,"Gd",1
"641",187100,16285,5,2001,"Y",1,"Gd",1
"642",165500,9101,6,1978,"Y",1,"Gd",1
"643",128000,6300,6,1914,"Y",1,"TA",1
"644",161500,9790,5,1967,"Y",1,"TA",1
"645",139000,10800,6,1915,"Y",1,"TA",1
"646",233000,10142,5,2004,"Y",1,"Gd",1
"647",107900,6000,7,1954,"Y",1,"TA",1
"648",187500,12205,8,1966,"Y",1,"Gd",1
"649",160200,3182,5,2005,"Y",1,"Gd",1
"650",146800,11333,5,1976,"Y",1,"TA",2
"651",269790,9920,5,1996,"Y",1,"TA",1
"652",194500,10832,5,1994,"Y",1,"Gd",1
"653",171000,8400,6,1980,"Y",1,"TA",1
"654",143500,8197,5,1977,"Y",1,"TA",1
"655",175000,7200,7,1937,"Y",1,"Gd",2
"656",200000,12798,5,1997,"Y",1,"Gd",1
"657",109900,4800,7,1916,"Y",1,"TA",1
"658",189000,8199,5,2005,"Y",1,"Gd",1
"659",135500,9750,5,1967,"Y",1,"TA",1
"660",223500,21384,6,1923,"Y",1,"Gd",1
"661",159950,13400,5,1966,"Y",1,"TA",1
"662",106000,8100,5,1898,"N",3,"TA",1
"663",181000,10140,6,1974,"Y",1,"Gd",1
"664",144500,4438,5,2004,"Y",1,"Gd",1
"665",157900,9750,6,1958,"Y",1,"TA",1
"666",116000,8248,7,1918,"Y",1,"Fa",1
"667",224900,12137,5,1998,"Y",1,"Gd",1
"668",137000,11425,6,1954,"Y",1,"TA",1
"669",271000,13265,5,2002,"Y",1,"Gd",2
"670",155000,8816,7,1971,"Y",1,"TA",1
"671",183000,7226,5,2003,"Y",1,"Gd",1
"672",93000,6000,4,1953,"N",1,"TA",1
"673",139500,9900,7,1940,"Y",1,"TA",1
"674",109500,6130,6,1924,"Y",1,"Gd",1
"675",189000,8529,5,2001,"Y",1,"Gd",1
"676",147400,2544,5,2005,"Y",1,"Gd",1
"677",166000,11900,5,1957,"Y",1,"TA",2
"678",151000,3180,5,2005,"Y",1,"Gd",1
"679",237000,9548,6,2003,"Y",1,"Gd",1
"680",167000,10004,6,1964,"Y",1,"TA",1
"681",139950,7875,6,1961,"Y",1,"TA",1
"682",128000,9600,7,1950,"Y",1,"Gd",1
"683",153500,8100,6,1948,"Y",1,"TA",1
"684",100000,1680,5,1973,"Y",1,"TA",1
"685",144000,9525,6,1995,"Y",1,"Gd",1
"686",130500,11767,6,1946,"Y",1,"TA",1
"687",140000,12155,8,1925,"N",1,"Fa",1
"688",157500,10440,8,1904,"Y",1,"Gd",1
"689",174900,9020,7,1966,"Y",1,"TA",1
"690",141000,8000,4,1961,"N",2,"TA",1
"691",153900,12665,8,1915,"Y",1,"TA",1
"692",171000,16647,5,1975,"Y",1,"TA",2
"693",213000,9317,5,1993,"Y",1,"Gd",1
"694",133500,15523,6,1972,"Y",1,"TA",1
"695",240000,45600,8,1908,"Y",1,"TA",1
"696",187000,9600,7,1976,"Y",1,"TA",1
"697",131500,4435,5,2003,"Y",1,"Gd",1
"698",215000,3196,5,2003,"Y",1,"Gd",1
"699",164000,7128,5,1941,"Y",1,"TA",2
"700",158000,12095,6,1964,"Y",1,"TA",1
"701",127000,6897,8,1962,"Y",1,"TA",1
"702",147000,10970,6,1978,"Y",1,"TA",1
"703",174000,8125,5,1994,"Y",1,"TA",1
"704",250000,11029,7,1968,"Y",1,"Gd",1
"705",189950,7642,8,1918,"Y",1,"Gd",1
"706",131500,11625,4,1965,"Y",1,"TA",1
"707",152000,9672,5,1984,"Y",1,"TA",1
"708",132500,7931,5,1959,"Y",1,"TA",1
"709",148500,8750,6,1970,"Y",1,"TA",1
"710",129000,6970,5,1961,"Y",1,"Fa",1
"711",169000,14762,6,1948,"Y",1,"TA",1
"712",236000,9938,5,1993,"Y",1,"Gd",1
"713",109500,6600,5,1962,"N",1,"TA",1
"714",200500,8750,5,1998,"Y",1,"Gd",1
"715",116000,8892,7,1953,"Y",1,"Gd",1
"716",133000,12144,7,1949,"Y",1,"TA",1
"717",132250,25286,5,1963,"Y",1,"TA",1
"718",350000,8834,5,2004,"Y",1,"Ex",1
"719",148000,11782,7,1961,"Y",1,"Gd",1
"720",136500,7000,8,1978,"Y",1,"TA",1
"721",157000,7024,5,2005,"Y",1,"TA",1
"722",187500,13758,5,1990,"Y",1,"Gd",1
"723",178000,9636,5,1992,"Y",1,"TA",1
"724",118500,6204,5,1912,"N",1,"TA",1
"725",100000,7150,5,1967,"Y",1,"TA",1
"726",135500,16466,7,1955,"Y",1,"TA",1
"727",268000,15865,6,1970,"Y",1,"Gd",1
"728",149500,12160,4,1953,"Y",1,"TA",1
"729",122900,8064,7,1949,"Y",1,"TA",1
"730",172500,11184,5,1978,"Y",1,"TA",1
"731",154500,8414,8,1963,"Y",1,"TA",1
"732",165000,13284,5,1954,"Y",1,"TA",1
"733",140000,7056,5,1963,"Y",1,"TA",1
"734",135000,6993,7,1961,"Y",1,"TA",1
"735",110000,7340,6,1971,"Y",1,"TA",1
"736",153000,8712,7,1957,"Y",1,"TA",1
"737",180000,7875,5,2003,"Y",1,"Gd",1
"738",125500,6173,6,1967,"Y",1,"TA",1
"739",128000,9920,5,1954,"Y",1,"TA",1
"740",255000,13501,5,2006,"Y",1,"Gd",1
"741",250000,11500,7,1936,"Y",1,"Gd",1
"742",131000,8885,5,1983,"Y",1,"TA",1
"743",174000,12589,5,2005,"Y",1,"Gd",1
"744",154300,11600,5,1960,"Y",2,"TA",1
"745",143500,9286,7,1977,"Y",1,"Gd",1
"746",145000,6270,6,1949,"N",2,"TA",1
"747",75000,2001,5,1970,"Y",1,"TA",1
"748",135000,17140,6,1956,"Y",1,"TA",1
"749",238000,13125,5,1991,"Y",1,"Gd",1
"750",176500,11029,8,1958,"Y",1,"TA",1
"751",201000,8462,5,1994,"Y",1,"Gd",1
"752",145900,8777,7,1900,"Y",2,"TA",1
"753",193000,8012,5,1993,"Y",1,"Gd",1
"754",207500,10240,6,1980,"Y",1,"TA",1
"755",285000,11999,5,2003,"Y",1,"Ex",1
"756",176000,9900,5,1968,"Y",1,"TA",1
"757",236500,11838,5,2001,"Y",1,"Ex",1
"758",222000,13006,5,1997,"Y",1,"Gd",1
"759",201000,8925,5,2007,"Y",1,"Gd",1
"760",117500,9100,6,1965,"Y",1,"TA",1
"761",320000,11670,5,2006,"Y",1,"Ex",1
"762",190000,8487,5,2004,"Y",1,"Gd",1
"763",242000,27650,7,1960,"Y",1,"Gd",1
"764",79900,5825,5,1926,"Y",1,"TA",1
"765",184900,10083,5,2003,"Y",1,"Gd",1
"766",253000,9675,5,2005,"Y",1,"Gd",1
"767",244400,24090,7,1940,"Y",1,"TA",2
"768",150900,12640,5,1976,"Y",2,"TA",1
"769",214000,8755,5,1999,"Y",1,"Gd",1
"770",143000,25000,4,1967,"Y",2,"TA",1
"771",124900,8820,6,1890,"Y",1,"TA",1
"772",143000,8163,6,1959,"Y",1,"TA",1
"773",270000,14536,5,2002,"Y",1,"Gd",1
"774",192500,14006,5,2002,"Y",1,"Gd",1
"775",197500,9360,7,1972,"Y",1,"Gd",1
"776",129000,7200,8,1950,"Y",1,"Gd",1
"777",133900,7200,8,1972,"Y",1,"TA",1
"778",172000,11075,4,1969,"Y",1,"TA",1
"779",145000,7136,6,1946,"N",2,"TA",1
"780",124000,1300,6,1980,"Y",1,"TA",1
"781",132000,7420,5,1962,"Y",1,"TA",1
"782",185000,8450,5,2003,"Y",1,"Gd",1
"783",155000,2572,5,1999,"Y",1,"Gd",1
"784",116500,7207,7,1958,"Y",1,"TA",1
"785",272000,12227,7,1977,"Y",1,"TA",1
"786",155000,2308,6,1976,"Y",1,"Gd",1
"787",239000,11923,5,2007,"Y",1,"Ex",1
"788",214900,11316,5,2002,"Y",1,"Gd",1
"789",160000,9600,7,1940,"Y",1,"TA",2
"790",135000,7390,7,1955,"Y",1,"TA",1
"791",140000,10382,5,1958,"Y",1,"TA",1
"792",173000,2268,5,2003,"Y",1,"Gd",1
"793",99500,7892,5,1979,"Y",1,"TA",1
"794",167500,11414,8,1910,"N",1,"Gd",1
"795",165000,2651,5,2000,"Y",1,"Gd",1
"796",85500,5900,7,1923,"Y",1,"Fa",1
"797",139000,8816,6,1963,"Y",1,"TA",1
"798",178400,12122,9,1961,"Y",1,"Ex",1
"799",336000,12203,5,1998,"Y",1,"Gd",1
"800",159895,3182,5,2007,"Y",1,"Gd",1
"801",255900,11250,5,2002,"Y",1,"Gd",1
"802",126000,10125,5,1977,"Y",2,"Gd",1
"803",125000,10880,5,1950,"N",1,"TA",1
"804",117000,5310,8,1910,"Y",1,"Gd",1
"805",195000,12046,6,1976,"Y",1,"Gd",1
"806",348000,9452,5,1997,"Y",1,"Gd",1
"807",168000,17671,9,1882,"Y",1,"Gd",1
"808",187000,9760,8,1964,"Y",1,"Gd",1
"809",337500,12456,5,2006,"Y",1,"Ex",1
"810",136500,10659,6,1961,"Y",1,"TA",1
"811",185000,11717,6,1970,"Y",1,"TA",1
"812",91000,9786,4,1922,"N",1,"TA",1
"813",206000,6762,5,2006,"Y",1,"Gd",1
